Taxon,Genus,Species,Taxon Aphia ID,Soniferous Category,Reference Aphia ID,Notes
Lagenodelphis hosei,Lagenodelphis,hosei,137099,Produces active sound under natural conditions,452215,Geographic area: Eastern Tropical Pacific.
Lagenorhynchus albirostris,Lagenorhynchus,albirostris,137101,Produces active sound under natural conditions,452226,Geographic area: Iceland.
Lagenorhynchus obscurus,Lagenorhynchus,obscurus,231434,Produces active sound under natural conditions,452247,
Lagenorhynchus obscurus fitzroyi,Lagenorhynchus,obscurus fitzroyi,380422,Produces active sound under natural conditions,452247,
Lagenorhynchus obscurus obscurus,Lagenorhynchus,obscurus obscurus,380423,Produces active sound under natural conditions,452247,
Lagiacrusichthys macropinna,Lagiacrusichthys,macropinna,1524555,Does not or is unlikely to produce sound under natural conditions,452075,
Lagocephalus cheesemanii,Lagocephalus,cheesemanii,307150,Likely to produce sound under natural conditions but unconfirmed,452075,
Lagocephalus gloveri,Lagocephalus,gloveri,275267,Likely to produce sound under natural conditions but unconfirmed,452075,
Lagocephalus guentheri,Lagocephalus,guentheri,219956,Likely to produce sound under natural conditions but unconfirmed,452075,
Lagocephalus inermis,Lagocephalus,inermis,219955,Likely to produce sound under natural conditions but unconfirmed,452075,
Lagocephalus laevigatus,Lagocephalus,laevigatus,158933,Likely to produce sound under natural conditions but unconfirmed,452136,
Lagocephalus lagocephalus,Lagocephalus,lagocephalus,127414,Likely to produce sound under natural conditions but unconfirmed,452075,
Lagocephalus lunaris,Lagocephalus,lunaris,219957,Likely to produce sound under natural conditions but unconfirmed,452075,
Lagocephalus sceleratus,Lagocephalus,sceleratus,219954,Likely to produce sound under natural conditions but unconfirmed,452075,
Lagocephalus spadiceus,Lagocephalus,spadiceus,127415,Likely to produce sound under natural conditions but unconfirmed,452075,
Lagocephalus suezensis,Lagocephalus,suezensis,275268,Likely to produce sound under natural conditions but unconfirmed,452075,
Lagocephalus wheeleri,Lagocephalus,wheeleri,275269,Likely to produce sound under natural conditions but unconfirmed,452075,
Lagodon rhomboides,Lagodon,rhomboides,159249,Produces active sound under natural conditions,452136,
Lagusia micracanthus,Lagusia,micracanthus,281268,Likely to produce sound under natural conditions but unconfirmed,452075,
Laides hexanema,Laides,hexanema,1021714,Likely to produce sound under natural conditions but unconfirmed,452075,
Laides longibarbis,Laides,longibarbis,1015509,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion agilae,Laimosemion,agilae,1026950,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion altivelis,Laimosemion,altivelis,1011189,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion amanapira,Laimosemion,amanapira,1009540,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion breviceps,Laimosemion,breviceps,1017960,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion carolinae,Laimosemion,carolinae,1495433,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion cladophorus,Laimosemion,cladophorus,1011329,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion corpulentus,Laimosemion,corpulentus,1011071,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion dibaphus,Laimosemion,dibaphus,1026953,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion flammaecauda,Laimosemion,flammaecauda,1495434,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion foliiscola,Laimosemion,foliiscola,1495435,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion frenatus,Laimosemion,frenatus,1017595,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion geayi,Laimosemion,geayi,1019055,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion gili,Laimosemion,gili,1493712,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion gransabanae,Laimosemion,gransabanae,1011197,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion jauaperi,Laimosemion,jauaperi,1495348,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion kirovskyi,Laimosemion,kirovskyi,1026956,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion leticia,Laimosemion,leticia,1493713,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion lyricauda,Laimosemion,lyricauda,1011332,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion mabura,Laimosemion,mabura,1384978,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion mahdiaensis,Laimosemion,mahdiaensis,1009040,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion nicoi,Laimosemion,nicoi,1011194,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion paryagi,Laimosemion,paryagi,1007634,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion rectocaudatus,Laimosemion,rectocaudatus,1012355,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion romeri,Laimosemion,romeri,1009713,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion sape,Laimosemion,sape,1009044,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion staecki,Laimosemion,staecki,1007922,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion strigatus,Laimosemion,strigatus,1017563,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion tecminae,Laimosemion,tecminae,1011198,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion torrenticola,Laimosemion,torrenticola,1525491,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion uakti,Laimosemion,uakti,1009541,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion uatuman,Laimosemion,uatuman,1009545,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion ubim,Laimosemion,ubim,1524822,Likely to produce sound under natural conditions but unconfirmed,452075,
Laimosemion xiphidius,Laimosemion,xiphidius,1012514,Likely to produce sound under natural conditions but unconfirmed,452075,
Laiphognathus longispinis,Laiphognathus,longispinis,398621,Likely to produce sound under natural conditions but unconfirmed,452075,
Laiphognathus multimaculatus,Laiphognathus,multimaculatus,219305,Likely to produce sound under natural conditions but unconfirmed,452075,
Lalmohania velutina,Lalmohania,velutina,281269,Likely to produce sound under natural conditions but unconfirmed,452075,
Lamnostoma kampeni,Lamnostoma,kampeni,1525803,Does not or is unlikely to produce sound under natural conditions,452075,
Lamnostoma mindora,Lamnostoma,mindora,1018220,Does not or is unlikely to produce sound under natural conditions,452075,
Lamnostoma orientale,Lamnostoma,orientale,217570,Does not or is unlikely to produce sound under natural conditions,452075,
Lamnostoma polyophthalmum,Lamnostoma,polyophthalmum,713029,Does not or is unlikely to produce sound under natural conditions,452075,
Lamnostoma taiwanense,Lamnostoma,taiwanense,1493714,Does not or is unlikely to produce sound under natural conditions,452075,
Lamnostoma taylori,Lamnostoma,taylori,1016648,Does not or is unlikely to produce sound under natural conditions,452075,
Lamontichthys avacanoeiro,Lamontichthys,avacanoeiro,1008188,Likely to produce sound under natural conditions but unconfirmed,452075,
Lamontichthys filamentosus,Lamontichthys,filamentosus,1014685,Likely to produce sound under natural conditions but unconfirmed,452075,
Lamontichthys llanero,Lamontichthys,llanero,1012029,Likely to produce sound under natural conditions but unconfirmed,452075,
Lamontichthys maracaibero,Lamontichthys,maracaibero,1012056,Likely to produce sound under natural conditions but unconfirmed,452075,
Lamontichthys parakana,Lamontichthys,parakana,1008191,Likely to produce sound under natural conditions but unconfirmed,452075,
Lamontichthys stibaros,Lamontichthys,stibaros,1012542,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampadena anomala,Lampadena,anomala,126606,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampadena atlantica,Lampadena,atlantica,713102,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampadena chavesi,Lampadena,chavesi,126607,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampadena dea,Lampadena,dea,272706,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampadena luminosa,Lampadena,luminosa,158896,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampadena notialis,Lampadena,notialis,217703,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampadena pontifex,Lampadena,pontifex,272707,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampadena speculigera,Lampadena,speculigera,126608,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampadena urophaos,Lampadena,urophaos,126609,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampadena yaquinae,Lampadena,yaquinae,272708,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctodes hectoris,Lampanyctodes,hectoris,217704,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus acanthurus,Lampanyctus,acanthurus,272709,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus achirus,Lampanyctus,achirus,217707,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus alatus,Lampanyctus,alatus,126610,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus ater,Lampanyctus,ater,126611,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus australis,Lampanyctus,australis,217708,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus bristori,Lampanyctus,bristori,1525474,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus crocodilus,Lampanyctus,crocodilus,126612,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus crypticus,Lampanyctus,crypticus,1525477,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus cuprarius,Lampanyctus,cuprarius,126613,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus fernae,Lampanyctus,fernae,301517,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus festivus,Lampanyctus,festivus,126614,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus gibbsi,Lampanyctus,gibbsi,1525479,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus hawaiiensis,Lampanyctus,hawaiiensis,1525480,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus hubbsi,Lampanyctus,hubbsi,272710,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus idostigma,Lampanyctus,idostigma,301525,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus indicus,Lampanyctus,indicus,1525482,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus intricarius,Lampanyctus,intricarius,126615,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus isaacsi,Lampanyctus,isaacsi,301526,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus iselinoides,Lampanyctus,iselinoides,272711,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus jordani,Lampanyctus,jordani,272712,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus lepidolychnus,Lampanyctus,lepidolychnus,217706,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus lineatus,Lampanyctus,lineatus,126616,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus macdonaldi,Lampanyctus,macdonaldi,126617,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus macropterus,Lampanyctus,macropterus,272713,Likely to produce sound under natural conditions but unconfirmed,452075,
Lampanyctus niger,Lampanyctus,niger,301537,Likely to produce sound under natural conditions but unconfirmed,452075,
